n,priority_ratio,retained_samples,burn_in,thinning,ARE,sampler_seconds_cumulative,utility_seconds_cumulative
8192,100,100,100000,1000,1.9093113239871295,0.5743778450414538,0.001008894992992282
8192,100,300,100000,1000,1.385077547920098,1.6907445976976305,0.0026375821325927973
8192,100,1000,100000,1000,0.8512987225639125,5.620702903950587,0.008328368654474616
8192,100,3000,100000,1000,0.5077103348237402,16.806914237560704,0.023993293521925807
8192,100,10000,100000,1000,0.2800655365314504,55.90885473974049,0.08049801061861217
